,c_0,c_18,c_37,c_45
variant_7157,4374.0,26.0,6.0,10.0
variant_7158,203.0,10.0,0.0,0.0
variant_7159,327.0,0.0,0.0,0.0
variant_7160,34.0,0.0,0.0,0.0
variant_7161,387.0,8.0,0.0,0.0
variant_7162,458.0,0.0,0.0,0.0
variant_7163,755.0,11.0,0.0,0.0
variant_7164,18.0,0.0,0.0,0.0
variant_7165,173.0,0.0,0.0,0.0
variant_7166,26.0,0.0,0.0,0.0
variant_7167,450.0,0.0,0.0,0.0
variant_7168,705.0,1.0,0.0,0.0
variant_7169,411.0,18.0,0.0,0.0
variant_7170,1989.0,31.0,0.0,5.0
variant_7171,1347.0,20.0,0.0,1.0
variant_7172,195.0,0.0,0.0,0.0
variant_7173,335.0,4.0,0.0,0.0
variant_7174,353.0,0.0,0.0,2.0
variant_7175,427.0,2.0,0.0,0.0
variant_7176,646.0,5.0,0.0,0.0
variant_7177,189.0,7.0,0.0,0.0
variant_7178,52.0,0.0,0.0,0.0
variant_7179,389.0,4.0,0.0,0.0
variant_7180,389.0,0.0,0.0,0.0
variant_7181,249.0,13.0,0.0,0.0
variant_7182,110.0,3.0,0.0,0.0
variant_7183,478.0,2.0,0.0,0.0
variant_7184,781.0,6.0,0.0,0.0
variant_7185,236.0,0.0,0.0,0.0
variant_7186,32.0,4.0,0.0,0.0
variant_7187,1116.0,3.0,1.0,0.0
variant_7188,520.0,3.0,0.0,0.0
variant_7189,38.0,0.0,0.0,0.0
variant_7190,49.0,0.0,0.0,0.0
variant_7191,312.0,10.0,0.0,0.0
variant_7192,509.0,5.0,0.0,0.0
variant_7193,680.0,8.0,0.0,0.0
variant_7194,202.0,0.0,0.0,0.0
variant_7195,206.0,5.0,0.0,0.0
variant_7196,199.0,5.0,0.0,0.0
variant_7197,99.0,0.0,0.0,0.0
variant_7198,154.0,0.0,0.0,1.0
variant_7199,26.0,0.0,0.0,0.0
variant_7200,72.0,0.0,0.0,0.0
variant_7201,439.0,0.0,0.0,0.0
variant_7202,171.0,0.0,0.0,0.0
variant_7203,712.0,35.0,27.0,3.0
variant_7204,357.0,2.0,0.0,0.0
variant_7205,29.0,0.0,0.0,0.0
variant_7206,4329.0,649.0,1495.0,1678.0
variant_7207,102.0,10.0,17.0,19.0
variant_7208,951.0,226.0,369.0,483.0
variant_7209,1021.0,116.0,347.0,234.0
variant_7210,281.0,27.0,8.0,6.0
variant_7211,4098.0,672.0,1057.0,1000.0
variant_7212,913.0,253.0,309.0,189.0
variant_7213,713.0,218.0,463.0,454.0
variant_7214,292.0,12.0,35.0,4.0
variant_7215,529.0,41.0,66.0,102.0
variant_7216,151.0,7.0,8.0,3.0
variant_7217,588.0,41.0,28.0,10.0
variant_7218,1675.0,175.0,128.0,129.0
variant_7219,22.0,2.0,3.0,5.0
variant_7220,719.0,142.0,105.0,98.0
variant_7221,305.0,23.0,1.0,8.0
variant_7222,88.0,38.0,22.0,31.0
variant_7223,940.0,119.0,127.0,173.0
variant_7224,403.0,49.0,63.0,42.0
variant_7225,503.0,76.0,109.0,112.0
variant_7226,132.0,5.0,20.0,0.0
variant_7227,412.0,62.0,13.0,12.0
variant_7228,48.0,10.0,0.0,0.0
variant_7229,334.0,67.0,56.0,62.0
variant_7230,71.0,6.0,0.0,0.0
variant_7231,31.0,9.0,6.0,16.0
variant_7232,1120.0,100.0,147.0,66.0
variant_7233,447.0,59.0,29.0,1.0
variant_7234,9506.0,1971.0,1976.0,1386.0
variant_7235,543.0,51.0,0.0,10.0
variant_7236,673.0,72.0,45.0,30.0
variant_7237,106.0,19.0,9.0,0.0
variant_7238,366.0,46.0,68.0,76.0
variant_7239,268.0,50.0,7.0,0.0
variant_7240,326.0,109.0,168.0,134.0
variant_7241,536.0,34.0,15.0,11.0
variant_7242,2.0,9.0,12.0,4.0
variant_7243,181.0,37.0,71.0,31.0
variant_7244,44.0,6.0,0.0,0.0
variant_7245,341.0,26.0,10.0,3.0
variant_7246,398.0,62.0,66.0,63.0
variant_7247,2775.0,402.0,271.0,158.0
variant_7248,1906.0,525.0,612.0,486.0
variant_7249,32.0,17.0,8.0,0.0
variant_7250,2344.0,385.0,290.0,200.0
variant_7251,263.0,35.0,26.0,2.0
variant_7252,586.0,26.0,18.0,9.0
variant_7253,2845.0,550.0,596.0,568.0
variant_7254,151.0,47.0,8.0,9.0
variant_7255,146.0,8.0,39.0,43.0
variant_7256,439.0,114.0,348.0,381.0
variant_7257,3227.0,389.0,548.0,397.0
variant_7258,2156.0,359.0,431.0,301.0
variant_7259,1716.0,408.0,337.0,434.0
variant_7260,403.0,16.0,49.0,40.0
variant_7261,223.0,25.0,37.0,20.0
variant_7262,641.0,57.0,98.0,110.0
variant_7263,2706.0,214.0,90.0,99.0
variant_7264,1272.0,136.0,64.0,27.0
variant_7265,2865.0,509.0,542.0,535.0
variant_7266,334.0,44.0,15.0,53.0
variant_7267,618.0,84.0,52.0,69.0
variant_7268,1901.0,417.0,628.0,597.0
variant_7269,493.0,152.0,174.0,202.0
variant_7270,1439.0,214.0,176.0,166.0
variant_7271,930.0,119.0,164.0,134.0
variant_7272,180.0,20.0,0.0,4.0
variant_7273,339.0,12.0,3.0,12.0
variant_7274,788.0,200.0,360.0,359.0
variant_7275,3604.0,416.0,466.0,408.0
variant_7276,464.0,45.0,25.0,10.0
variant_7277,232.0,15.0,3.0,9.0
variant_7278,2274.0,325.0,281.0,310.0
variant_7279,4500.0,820.0,1035.0,1045.0
variant_7280,1790.0,296.0,494.0,242.0
variant_7281,2802.0,517.0,733.0,651.0
variant_7282,40.0,1.0,29.0,10.0
variant_7283,2754.0,496.0,592.0,467.0
variant_7284,508.0,54.0,35.0,12.0
variant_7285,571.0,203.0,370.0,344.0
variant_7286,493.0,23.0,38.0,54.0
variant_7287,1490.0,159.0,169.0,124.0
variant_7288,316.0,40.0,13.0,20.0
variant_7289,317.0,34.0,20.0,12.0
variant_7290,738.0,110.0,87.0,43.0
variant_7291,382.0,79.0,91.0,38.0
variant_7292,391.0,26.0,13.0,13.0
variant_7293,809.0,138.0,97.0,153.0
variant_7294,2381.0,498.0,660.0,583.0
variant_7295,2464.0,488.0,562.0,446.0
variant_7296,896.0,259.0,361.0,299.0
variant_7297,1154.0,186.0,104.0,156.0
variant_7298,358.0,46.0,53.0,68.0
variant_7299,2966.0,620.0,783.0,683.0
variant_7300,256.0,48.0,16.0,13.0
variant_7301,384.0,137.0,118.0,166.0
variant_7302,2460.0,580.0,904.0,639.0
variant_7303,73.0,1.0,0.0,0.0
variant_7304,4836.0,825.0,991.0,1149.0
variant_7305,3245.0,568.0,585.0,476.0
variant_7306,523.0,76.0,14.0,8.0
variant_7307,57.0,11.0,12.0,0.0
variant_7308,1792.0,281.0,298.0,207.0
variant_7309,644.0,115.0,147.0,89.0
variant_7310,100.0,1.0,22.0,1.0
variant_7311,111.0,26.0,16.0,6.0
variant_7312,2702.0,43.0,30.0,4.0
variant_7313,142.0,0.0,0.0,0.0
variant_7314,299.0,3.0,0.0,0.0
variant_7315,8420.0,1237.0,1706.0,1652.0
variant_7316,2836.0,475.0,672.0,539.0
variant_7317,423.0,83.0,49.0,75.0
variant_7318,38.0,29.0,1.0,18.0
variant_7319,91.0,9.0,11.0,9.0
variant_7320,434.0,72.0,46.0,13.0
variant_7321,333.0,50.0,43.0,17.0
variant_7322,161.0,16.0,102.0,208.0
variant_7323,3261.0,550.0,566.0,460.0
variant_7324,3484.0,599.0,695.0,579.0
variant_7325,2822.0,509.0,579.0,473.0
variant_7326,254.0,19.0,65.0,26.0
variant_7327,416.0,92.0,89.0,37.0
variant_7328,162.0,10.0,46.0,29.0
variant_7329,115.0,5.0,5.0,1.0
variant_7330,5378.0,987.0,1073.0,1010.0
variant_7331,876.0,95.0,59.0,25.0
variant_7332,738.0,232.0,575.0,684.0
variant_7333,2026.0,38.0,0.0,0.0
variant_7334,4784.0,928.0,980.0,659.0
variant_7335,690.0,50.0,89.0,138.0
variant_7336,1488.0,347.0,330.0,308.0
variant_7337,7204.0,1252.0,1597.0,1209.0
variant_7338,477.0,86.0,80.0,149.0
variant_7339,3236.0,297.0,273.0,248.0
variant_7340,395.0,46.0,8.0,13.0
variant_7341,1202.0,188.0,344.0,141.0
variant_7342,432.0,33.0,10.0,1.0
variant_7343,12.0,0.0,0.0,0.0
variant_7344,8961.0,1848.0,2823.0,2365.0
variant_7345,186.0,10.0,14.0,2.0
variant_7346,339.0,61.0,25.0,36.0
variant_7347,1278.0,156.0,201.0,128.0
variant_7348,244.0,36.0,52.0,58.0
variant_7349,356.0,41.0,9.0,5.0
variant_7350,269.0,39.0,29.0,12.0
variant_7351,16.0,0.0,0.0,0.0
variant_7352,560.0,125.0,89.0,128.0
variant_7353,953.0,132.0,27.0,32.0
variant_7354,1161.0,200.0,182.0,154.0
variant_7355,2889.0,388.0,568.0,389.0
variant_7356,595.0,107.0,29.0,31.0
variant_7357,521.0,66.0,53.0,59.0
variant_7358,344.0,19.0,10.0,17.0
variant_7359,176.0,14.0,4.0,0.0
variant_7360,465.0,53.0,24.0,14.0
variant_7361,516.0,99.0,120.0,93.0
variant_7362,982.0,186.0,154.0,195.0
variant_7363,277.0,22.0,3.0,0.0
variant_7364,987.0,226.0,415.0,410.0
variant_7365,1678.0,385.0,459.0,384.0
variant_7366,480.0,59.0,4.0,10.0
variant_7367,820.0,85.0,186.0,177.0
variant_7368,80.0,11.0,0.0,3.0
variant_7369,104.0,6.0,14.0,6.0
variant_7370,267.0,24.0,5.0,5.0
variant_7371,96.0,30.0,23.0,11.0
variant_7372,264.0,69.0,42.0,59.0
variant_7373,507.0,68.0,22.0,20.0
variant_7374,535.0,39.0,23.0,64.0
variant_7375,3063.0,419.0,506.0,291.0
variant_7376,507.0,53.0,39.0,4.0
variant_7377,2022.0,371.0,360.0,213.0
variant_7378,1502.0,284.0,300.0,234.0
variant_7379,347.0,83.0,130.0,59.0
variant_7380,466.0,22.0,19.0,3.0
variant_7381,600.0,199.0,202.0,145.0
variant_7382,406.0,68.0,106.0,122.0
variant_7383,2373.0,401.0,483.0,293.0
variant_7384,551.0,184.0,217.0,115.0
variant_7385,102.0,7.0,0.0,0.0
variant_7386,1059.0,207.0,208.0,104.0
variant_7387,4066.0,664.0,766.0,624.0
variant_7388,48.0,0.0,0.0,4.0
variant_7389,615.0,68.0,8.0,36.0
variant_7390,500.0,126.0,214.0,97.0
variant_7391,975.0,107.0,139.0,116.0
variant_7392,87.0,2.0,6.0,0.0
variant_7393,300.0,8.0,0.0,0.0
variant_7394,471.0,0.0,0.0,0.0
variant_7395,348.0,3.0,0.0,0.0
variant_7396,75.0,5.0,0.0,0.0
variant_7397,252.0,48.0,26.0,24.0
variant_7398,211.0,32.0,18.0,4.0
variant_7399,324.0,10.0,6.0,17.0
variant_7400,251.0,74.0,56.0,98.0
variant_7401,4642.0,853.0,1167.0,870.0
variant_7402,143.0,11.0,0.0,0.0
variant_7403,426.0,125.0,182.0,113.0
variant_7404,668.0,69.0,106.0,66.0
variant_7405,110.0,4.0,0.0,0.0
variant_7406,848.0,93.0,190.0,123.0
variant_7407,749.0,146.0,161.0,112.0
variant_7408,688.0,126.0,260.0,219.0
variant_7409,193.0,5.0,9.0,5.0
variant_7410,356.0,56.0,57.0,80.0
variant_7411,653.0,155.0,120.0,98.0
variant_7412,313.0,96.0,81.0,91.0
variant_7413,1315.0,179.0,306.0,347.0
variant_7414,162.0,10.0,12.0,0.0
variant_7415,355.0,50.0,89.0,66.0
variant_7416,1648.0,152.0,174.0,95.0
variant_7417,98.0,1.0,9.0,6.0
variant_7418,645.0,103.0,46.0,9.0
variant_7419,2430.0,290.0,314.0,234.0
variant_7420,285.0,73.0,16.0,1.0
variant_7421,102.0,1.0,15.0,0.0
variant_7422,983.0,111.0,124.0,108.0
variant_7423,201.0,15.0,4.0,4.0
variant_7424,461.0,9.0,0.0,0.0
variant_7425,306.0,29.0,9.0,9.0
variant_7426,257.0,24.0,20.0,19.0
variant_7427,64.0,34.0,34.0,59.0
variant_7428,455.0,115.0,102.0,153.0
variant_7429,172.0,27.0,6.0,0.0
variant_7430,418.0,47.0,98.0,47.0
variant_7431,2250.0,264.0,166.0,247.0
variant_7432,1108.0,144.0,154.0,121.0
variant_7433,100.0,41.0,89.0,44.0
variant_7434,2628.0,437.0,888.0,631.0
variant_7435,162.0,18.0,6.0,3.0
variant_7436,890.0,165.0,238.0,270.0
variant_7437,199.0,6.0,27.0,1.0
variant_7438,51.0,29.0,0.0,5.0
variant_7439,740.0,34.0,46.0,20.0
variant_7440,443.0,59.0,86.0,51.0
variant_7441,1370.0,284.0,420.0,305.0
variant_7442,1604.0,260.0,242.0,134.0
variant_7443,17094.0,2987.0,2786.0,2301.0
variant_7444,202.0,19.0,0.0,2.0
variant_7445,118.0,15.0,0.0,6.0
variant_7446,35.0,9.0,0.0,0.0
variant_7447,703.0,37.0,51.0,16.0
variant_7448,199.0,32.0,4.0,0.0
variant_7449,740.0,101.0,122.0,88.0
variant_7450,761.0,172.0,86.0,84.0
variant_7451,1194.0,131.0,124.0,168.0
variant_7452,23.0,0.0,0.0,0.0
variant_7453,388.0,35.0,16.0,2.0
variant_7454,85.0,15.0,0.0,0.0
variant_7455,244.0,67.0,97.0,84.0
variant_7456,336.0,33.0,18.0,13.0
variant_7457,67.0,4.0,22.0,7.0
variant_7458,164.0,59.0,63.0,72.0
variant_7459,1145.0,270.0,547.0,311.0
variant_7460,1394.0,280.0,437.0,204.0
variant_7461,277.0,63.0,132.0,102.0
variant_7462,41.0,8.0,27.0,5.0
variant_7463,156.0,47.0,96.0,64.0
variant_7464,152.0,33.0,9.0,10.0
variant_7465,460.0,82.0,70.0,72.0
variant_7466,128.0,20.0,10.0,15.0
variant_7467,533.0,44.0,19.0,16.0
variant_7468,787.0,132.0,121.0,113.0
variant_7469,59.0,0.0,0.0,0.0
variant_7470,427.0,73.0,80.0,127.0
variant_7471,68.0,0.0,0.0,3.0
variant_7472,200.0,32.0,63.0,44.0
variant_7473,706.0,167.0,159.0,178.0
variant_7474,538.0,22.0,18.0,8.0
variant_7475,259.0,6.0,9.0,3.0
variant_7476,234.0,48.0,45.0,54.0
variant_7477,544.0,145.0,190.0,133.0
variant_7478,232.0,27.0,8.0,11.0
variant_7479,195.0,5.0,8.0,0.0
variant_7480,538.0,34.0,32.0,15.0
variant_7481,1036.0,171.0,322.0,354.0
variant_7482,251.0,28.0,16.0,10.0
variant_7483,181.0,20.0,9.0,18.0
variant_7484,160.0,29.0,142.0,204.0
variant_7485,446.0,65.0,31.0,62.0
variant_7486,853.0,31.0,13.0,8.0
variant_7487,611.0,100.0,158.0,111.0
variant_7488,212.0,25.0,75.0,42.0
variant_7489,112.0,4.0,0.0,5.0
variant_7490,448.0,29.0,48.0,45.0
variant_7491,84.0,6.0,11.0,0.0
variant_7492,11.0,0.0,0.0,0.0
variant_7493,94.0,14.0,46.0,25.0
variant_7494,58.0,4.0,0.0,0.0
variant_7495,1561.0,293.0,449.0,333.0
variant_7496,583.0,84.0,65.0,79.0
variant_7497,1187.0,161.0,356.0,325.0
variant_7498,438.0,57.0,46.0,6.0
variant_7499,741.0,126.0,244.0,232.0
variant_7500,629.0,69.0,38.0,22.0
variant_7501,527.0,31.0,1.0,11.0
variant_7502,494.0,111.0,193.0,232.0
variant_7503,397.0,30.0,19.0,8.0
variant_7504,110.0,84.0,4.0,12.0
variant_7505,477.0,117.0,201.0,123.0
variant_7506,415.0,171.0,222.0,145.0
variant_7507,438.0,125.0,119.0,80.0
variant_7508,509.0,106.0,157.0,89.0
variant_7509,1265.0,188.0,179.0,212.0
variant_7510,179.0,28.0,10.0,3.0
variant_7511,28.0,0.0,11.0,1.0
variant_7512,1055.0,190.0,124.0,137.0
variant_7513,170.0,39.0,19.0,4.0
variant_7514,1541.0,234.0,374.0,276.0
variant_7515,571.0,122.0,175.0,115.0
variant_7516,209.0,35.0,7.0,0.0
variant_7517,12.0,0.0,0.0,0.0
variant_7518,96.0,3.0,24.0,5.0
variant_7519,746.0,127.0,216.0,112.0
variant_7520,1863.0,280.0,271.0,185.0
variant_7521,114.0,21.0,4.0,0.0
variant_7522,101.0,28.0,12.0,2.0
variant_7523,127.0,28.0,38.0,45.0
variant_7524,340.0,16.0,18.0,14.0
variant_7525,305.0,51.0,61.0,88.0
variant_7526,52.0,25.0,14.0,26.0
variant_7527,794.0,239.0,422.0,347.0
variant_7528,941.0,150.0,148.0,160.0
variant_7529,75.0,5.0,0.0,1.0
variant_7530,1030.0,312.0,388.0,311.0
variant_7531,667.0,216.0,361.0,259.0
variant_7532,3003.0,400.0,433.0,409.0
variant_7533,244.0,40.0,38.0,15.0
variant_7534,123.0,9.0,20.0,10.0
variant_7535,1385.0,141.0,234.0,333.0
variant_7536,277.0,82.0,110.0,92.0
variant_7537,2287.0,299.0,334.0,370.0
variant_7538,1407.0,317.0,441.0,351.0
variant_7539,1799.0,273.0,264.0,206.0
variant_7540,16.0,0.0,0.0,2.0
variant_7541,1331.0,178.0,176.0,134.0
variant_7542,2399.0,472.0,429.0,461.0
variant_7543,460.0,33.0,34.0,5.0
variant_7544,147.0,3.0,0.0,4.0
variant_7545,2250.0,337.0,386.0,315.0
variant_7546,216.0,40.0,8.0,8.0
variant_7547,941.0,167.0,252.0,194.0
variant_7548,1022.0,294.0,348.0,326.0
variant_7549,612.0,77.0,84.0,53.0
variant_7550,2220.0,34.0,17.0,0.0
variant_7551,986.0,0.0,0.0,0.0
variant_7552,594.0,17.0,0.0,0.0
variant_7553,505.0,0.0,0.0,0.0
variant_7554,238.0,0.0,0.0,0.0
variant_7555,201.0,0.0,0.0,0.0
variant_7556,159.0,2.0,0.0,0.0
variant_7557,205.0,0.0,0.0,0.0
variant_7558,74.0,0.0,0.0,0.0
variant_7559,68.0,0.0,5.0,0.0
variant_7560,56.0,0.0,40.0,5.0
variant_7561,277.0,48.0,138.0,27.0
variant_7562,2226.0,401.0,807.0,585.0
variant_7563,228.0,6.0,20.0,16.0
variant_7564,2699.0,515.0,441.0,413.0
variant_7565,1074.0,123.0,134.0,152.0
variant_7566,260.0,48.0,92.0,101.0
variant_7567,1000.0,137.0,197.0,227.0
variant_7568,2925.0,315.0,317.0,266.0
variant_7569,689.0,106.0,147.0,161.0
variant_7570,1148.0,163.0,206.0,187.0
variant_7571,97.0,3.0,0.0,0.0
variant_7572,510.0,91.0,28.0,18.0
variant_7573,88.0,2.0,0.0,0.0
variant_7574,537.0,148.0,169.0,99.0
variant_7575,500.0,36.0,12.0,20.0
variant_7576,979.0,156.0,199.0,105.0
variant_7577,327.0,125.0,131.0,118.0
variant_7578,116.0,13.0,29.0,32.0
variant_7579,326.0,62.0,77.0,62.0
variant_7580,2019.0,554.0,857.0,529.0
variant_7581,1708.0,185.0,93.0,111.0
variant_7582,1026.0,248.0,188.0,205.0
variant_7583,478.0,46.0,52.0,17.0
variant_7584,993.0,50.0,3.0,0.0
variant_7585,593.0,108.0,154.0,158.0
variant_7586,149.0,22.0,16.0,37.0
variant_7587,389.0,54.0,12.0,6.0
variant_7588,342.0,46.0,70.0,43.0
variant_7589,177.0,2.0,7.0,0.0
variant_7590,3420.0,491.0,471.0,520.0
variant_7591,925.0,66.0,82.0,29.0
variant_7592,5070.0,794.0,750.0,550.0
variant_7593,52.0,15.0,13.0,15.0
variant_7594,5910.0,1125.0,1092.0,778.0
variant_7595,745.0,45.0,0.0,2.0
variant_7596,668.0,121.0,170.0,107.0
variant_7597,673.0,120.0,114.0,88.0
variant_7598,330.0,11.0,7.0,2.0
variant_7599,649.0,103.0,13.0,17.0
variant_7600,3853.0,715.0,908.0,858.0
variant_7601,2155.0,239.0,285.0,135.0
variant_7602,226.0,36.0,4.0,4.0
variant_7603,167.0,19.0,38.0,42.0
variant_7604,238.0,25.0,8.0,0.0
variant_7605,1296.0,183.0,177.0,86.0
variant_7606,149.0,35.0,6.0,0.0
variant_7607,71.0,8.0,0.0,0.0
variant_7608,1475.0,512.0,737.0,666.0
variant_7609,141.0,13.0,17.0,18.0
variant_7610,4269.0,782.0,1180.0,749.0
variant_7611,555.0,175.0,183.0,201.0
variant_7612,451.0,38.0,5.0,8.0
variant_7613,302.0,156.0,178.0,136.0
variant_7614,91.0,15.0,6.0,6.0
variant_7615,673.0,222.0,226.0,141.0
variant_7616,2926.0,576.0,560.0,626.0
variant_7617,904.0,330.0,463.0,273.0
variant_7618,2097.0,501.0,472.0,389.0
variant_7619,261.0,47.0,13.0,10.0
variant_7620,413.0,8.0,0.0,1.0
variant_7621,702.0,2.0,5.0,12.0
variant_7622,1087.0,95.0,67.0,28.0
variant_7623,180.0,2.0,0.0,0.0
variant_7624,1452.0,224.0,166.0,145.0
variant_7625,140.0,9.0,17.0,0.0
variant_7626,59.0,25.0,0.0,5.0
variant_7627,102.0,26.0,0.0,0.0
variant_7628,1284.0,143.0,140.0,153.0
variant_7629,222.0,52.0,105.0,68.0
variant_7630,421.0,17.0,14.0,5.0
variant_7631,1038.0,188.0,236.0,347.0
variant_7632,281.0,63.0,71.0,73.0
variant_7633,820.0,81.0,10.0,1.0
variant_7634,249.0,97.0,119.0,140.0
variant_7635,62.0,0.0,0.0,0.0
variant_7636,341.0,15.0,24.0,7.0
variant_7637,488.0,151.0,152.0,175.0
variant_7638,587.0,155.0,80.0,64.0
variant_7639,369.0,63.0,107.0,100.0
variant_7640,583.0,43.0,22.0,17.0
variant_7641,340.0,15.0,18.0,10.0
variant_7642,936.0,115.0,230.0,101.0
variant_7643,923.0,122.0,135.0,108.0
variant_7644,228.0,46.0,22.0,24.0
variant_7645,194.0,3.0,0.0,0.0
variant_7646,109.0,3.0,0.0,0.0
variant_7647,223.0,27.0,0.0,25.0
variant_7648,834.0,84.0,11.0,10.0
variant_7649,1183.0,50.0,12.0,25.0
variant_7650,506.0,68.0,49.0,67.0
variant_7651,357.0,13.0,6.0,9.0
variant_7652,549.0,57.0,90.0,87.0
variant_7653,601.0,50.0,13.0,9.0
variant_7654,543.0,52.0,18.0,14.0
variant_7655,399.0,47.0,39.0,76.0
variant_7656,354.0,17.0,62.0,52.0
variant_7657,549.0,128.0,118.0,178.0
variant_7658,5349.0,975.0,1292.0,998.0
variant_7659,100.0,26.0,35.0,34.0
variant_7660,355.0,80.0,41.0,52.0
variant_7661,408.0,39.0,34.0,20.0
variant_7662,666.0,27.0,24.0,2.0
variant_7663,54.0,6.0,3.0,0.0
variant_7664,537.0,91.0,108.0,91.0
variant_7665,791.0,184.0,275.0,258.0
variant_7666,205.0,21.0,66.0,37.0
variant_7667,424.0,53.0,14.0,20.0
variant_7668,1267.0,319.0,467.0,384.0
variant_7669,746.0,122.0,91.0,29.0
variant_7670,810.0,205.0,227.0,140.0
variant_7671,265.0,69.0,170.0,177.0
variant_7672,930.0,173.0,142.0,99.0
variant_7673,464.0,27.0,12.0,11.0
variant_7674,403.0,49.0,49.0,42.0
variant_7675,408.0,52.0,75.0,33.0
variant_7676,600.0,91.0,51.0,47.0
variant_7677,512.0,59.0,6.0,44.0
variant_7678,112.0,3.0,0.0,0.0
variant_7679,104.0,4.0,0.0,0.0
variant_7680,431.0,10.0,9.0,11.0
variant_7681,2516.0,546.0,710.0,571.0
variant_7682,1622.0,399.0,352.0,408.0
variant_7683,1877.0,323.0,285.0,242.0
variant_7684,801.0,94.0,54.0,16.0
variant_7685,36.0,17.0,16.0,7.0
variant_7686,1471.0,183.0,97.0,129.0
variant_7687,290.0,31.0,0.0,0.0
variant_7688,2238.0,111.0,46.0,32.0
variant_7689,1448.0,44.0,0.0,0.0
variant_7690,732.0,2.0,0.0,0.0
variant_7691,419.0,3.0,0.0,0.0
variant_7692,39.0,0.0,0.0,5.0
variant_7693,43.0,0.0,0.0,0.0
variant_7694,501.0,2.0,13.0,0.0
variant_7695,1387.0,208.0,298.0,232.0
variant_7696,192.0,29.0,3.0,3.0
variant_7697,709.0,53.0,36.0,8.0
variant_7698,1132.0,248.0,352.0,299.0
variant_7699,552.0,94.0,141.0,111.0
variant_7700,460.0,86.0,142.0,104.0
variant_7701,3445.0,429.0,564.0,462.0
variant_7702,403.0,71.0,34.0,31.0
variant_7703,384.0,7.0,26.0,5.0
variant_7704,577.0,102.0,98.0,77.0
variant_7705,2500.0,512.0,510.0,461.0
variant_7706,645.0,90.0,239.0,156.0
variant_7707,405.0,44.0,0.0,11.0
variant_7708,98.0,7.0,0.0,0.0
variant_7709,425.0,70.0,2.0,0.0
variant_7710,175.0,2.0,4.0,0.0
variant_7711,177.0,22.0,92.0,86.0
variant_7712,710.0,137.0,186.0,119.0
variant_7713,160.0,14.0,5.0,2.0
variant_7714,223.0,28.0,15.0,0.0
variant_7715,84.0,11.0,0.0,6.0
variant_7716,362.0,38.0,11.0,8.0
variant_7717,272.0,36.0,28.0,9.0
variant_7718,2769.0,461.0,527.0,474.0
variant_7719,917.0,200.0,155.0,102.0
variant_7720,142.0,16.0,0.0,2.0
variant_7721,1279.0,160.0,125.0,128.0
variant_7722,166.0,5.0,0.0,5.0
variant_7723,653.0,205.0,281.0,203.0
variant_7724,1501.0,258.0,276.0,79.0
variant_7725,377.0,27.0,16.0,23.0
variant_7726,1664.0,287.0,364.0,227.0
variant_7727,1114.0,194.0,290.0,230.0
variant_7728,474.0,40.0,32.0,44.0
variant_7729,773.0,192.0,202.0,219.0
variant_7730,637.0,45.0,48.0,84.0
variant_7731,833.0,26.0,16.0,13.0
variant_7732,1831.0,487.0,1026.0,914.0
variant_7733,398.0,56.0,80.0,41.0
variant_7734,1291.0,187.0,290.0,440.0
variant_7735,248.0,31.0,81.0,24.0
variant_7736,518.0,31.0,18.0,4.0
variant_7737,322.0,66.0,69.0,90.0
variant_7738,472.0,34.0,60.0,32.0
variant_7739,245.0,10.0,0.0,2.0
variant_7740,1637.0,294.0,478.0,309.0
variant_7741,1027.0,218.0,159.0,91.0
variant_7742,1904.0,277.0,362.0,217.0
variant_7743,120.0,26.0,37.0,17.0
variant_7744,70.0,12.0,0.0,12.0
variant_7745,378.0,50.0,100.0,55.0
variant_7746,1243.0,232.0,343.0,353.0
variant_7747,209.0,41.0,78.0,59.0
variant_7748,217.0,44.0,44.0,41.0
variant_7749,175.0,0.0,0.0,0.0
variant_7750,1997.0,19.0,5.0,6.0
variant_7751,263.0,9.0,0.0,6.0
variant_7752,1535.0,30.0,0.0,0.0
variant_7753,762.0,126.0,42.0,39.0
variant_7754,671.0,127.0,94.0,198.0
variant_7755,282.0,53.0,93.0,96.0
variant_7756,656.0,143.0,305.0,126.0
variant_7757,927.0,244.0,186.0,156.0
variant_7758,279.0,32.0,34.0,0.0
variant_7759,192.0,14.0,8.0,23.0
variant_7760,396.0,74.0,62.0,64.0
variant_7761,1662.0,233.0,152.0,164.0
variant_7762,98.0,6.0,4.0,0.0
variant_7763,103.0,18.0,3.0,7.0
variant_7764,1059.0,195.0,340.0,310.0
variant_7765,750.0,105.0,82.0,76.0
variant_7766,736.0,186.0,239.0,200.0
variant_7767,716.0,143.0,188.0,173.0
variant_7768,194.0,44.0,18.0,19.0
variant_7769,85.0,7.0,1.0,15.0
variant_7770,954.0,245.0,370.0,300.0
variant_7771,1052.0,115.0,120.0,81.0
variant_7772,867.0,87.0,36.0,28.0
variant_7773,385.0,48.0,57.0,21.0
variant_7774,174.0,15.0,33.0,15.0
variant_7775,711.0,61.0,24.0,5.0
variant_7776,777.0,69.0,67.0,39.0
variant_7777,953.0,115.0,29.0,6.0
variant_7778,267.0,26.0,17.0,79.0
variant_7779,58.0,10.0,12.0,26.0
variant_7780,2115.0,223.0,132.0,115.0
variant_7781,251.0,45.0,27.0,4.0
variant_7782,1245.0,87.0,73.0,94.0
variant_7783,1257.0,165.0,147.0,133.0
